,versionCreated,text,storyId,sourceCode,sentiment
46,2023-12-01 15:08:12+00:00,UPDATE 1-Generative AI a stumbling block in EU legislation talks -sources,urn:newsml:newswire.refinitiv.com:20231201:nL1N3CW1ON:1,NS:RTRS,"{'label': 'Negative', 'score': 0.8590430021286011}"
47,2023-12-01 14:30:19.900000+00:00,Participation in NobleCon19 Noble Capital Markets' 19th Annual Emerging Growth Equity Conference,urn:newsml:newsroom.refinitiv.com:20231201:nVMNdRHg7a:0,NS:CMNW,"{'label': 'Neutral', 'score': 0.9999966621398926}"
48,2023-12-01 14:00:25.455000+00:00,Participation in December Investor Conference,urn:newsml:newsroom.refinitiv.com:20231201:nVMNknwHPa:0,NS:CMNW,"{'label': 'Neutral', 'score': 0.9999970197677612}"
49,2023-12-01 13:24:23.826000+00:00,Newscasts - U.S. Morning Call: Stocks begin December on a high after a blockbuster month,urn:newsml:newswire.refinitiv.com:20231201:nRTV9mPY26:3,NS:RTRS,"{'label': 'Neutral', 'score': 0.999985933303833}"
50,2023-12-01 13:09:30.215000+00:00,Samsung Internet now available for Windows 10 and Windows 11,urn:newsml:newswire.refinitiv.com:20231129:nNRAqwv3or:5,NS:INDIAE,"{'label': 'Neutral', 'score': 0.9999822378158569}"
51,2023-12-01 12:59:26+00:00,CORRECTED-Generative AI a stumbling block in EU legislation talks -sources,urn:newsml:newswire.refinitiv.com:20231201:nL1N3CW0JL:7,NS:RTRS,"{'label': 'Negative', 'score': 0.9996734857559204}"
52,2023-12-01 11:55:59.307000+00:00,Newscasts - Reuters Today: World leaders including King Charles warn about climate change pain,urn:newsml:newswire.refinitiv.com:20231201:nRTVbpkzcZ:3,NS:RTRS,"{'label': 'Neutral', 'score': 0.9999895095825195}"
53,2023-12-01 10:57:05+00:00,Covisian S.p.A. - Covisian hires a Microsoft executive as Global Commercial Director,urn:newsml:newswire.refinitiv.com:20231201:nNDL6q4CSN:1,NS:PUBT,"{'label': 'Neutral', 'score': 0.9999743700027466}"
54,2023-12-01 10:23:05+00:00,PRESSR: Emirates NBD transforms sustainability measurement capabilities in collaboration with Microsoft,urn:newsml:newswire.refinitiv.com:20231201:nZawbgsZQX:1,NS:ZAWYA,"{'label': 'Neutral', 'score': 0.9143269658088684}"
55,2023-12-01 09:47:54+00:00,UPDATE 1-EXCLUSIVE-Google pushes for antitrust action against Microsoft in UK cloud market,urn:newsml:newswire.refinitiv.com:20231201:nL1N3CW0OQ:1,NS:RTRS,"{'label': 'Neutral', 'score': 0.8635678291320801}"
56,2023-12-01 09:40:01+00:00,GRAPHIC-Tech giants lead surge in global mega-caps as inflation eases,urn:newsml:newswire.refinitiv.com:20231201:nL4N3CW24M:1,NS:RTRS,"{'label': 'Positive', 'score': 0.9999030828475952}"
57,2023-12-01 07:37:28+00:00,UPDATE 1-UK Stocks-Factors to watch on Dec 1,urn:newsml:newswire.refinitiv.com:20231201:nL4N3CW1Q5:1,NS:RTRS,"{'label': 'Neutral', 'score': 0.9999507665634155}"
58,2023-12-01 06:53:11.609000+00:00,MICROSOFT TO INVEST £2.5 BLN IN UK TO BOOST AI PLANS,urn:newsml:newswire.refinitiv.com:20231201:nBER1GzlV2:1,NS:BER,"{'label': 'Neutral', 'score': 0.9514521360397339}"
59,2023-12-01 05:10:19+00:00,UK Stocks-Factors to watch on Dec 1,urn:newsml:newswire.refinitiv.com:20231201:nL4N3CW12P:1,NS:RTRS,"{'label': 'Neutral', 'score': 0.9997995495796204}"
60,2023-12-01 04:06:16.192000+00:00,Newscasts - Viral AI chatbot ChatGPT turns one,urn:newsml:newswire.refinitiv.com:20231130:nRTV7KLt5T:5,NS:RTRS,"{'label': 'Neutral', 'score': 0.9999287128448486}"
61,2023-12-01 04:00:08.423000+00:00,Newscasts - Viral AI chatbot ChatGPT turns one,urn:newsml:newswire.refinitiv.com:20231130:nRTV7X5jlr:5,NS:RTRS,"{'label': 'Neutral', 'score': 0.9999287128448486}"
62,2023-12-01 02:46:15.509000+00:00,Request For Proposal For Microsoft Pro Data Base 365 Business Standard License (annual Subscription) On Pro Rata Basis Along With One-time Setup & Premium Annual Support.,urn:newsml:newswire.refinitiv.com:20231201:nNRAqxuih2:1,NS:ECLTND,"{'label': 'Neutral', 'score': 0.999998927116394}"
63,2023-12-01 02:33:49.246000+00:00,Microsoft Unified Agreement 2024-2026,urn:newsml:newswire.refinitiv.com:20231201:nNRAqxtxrw:1,NS:ECLCTA,"{'label': 'Neutral', 'score': 0.99885094165802}"
64,2023-12-01 02:33:37.157000+00:00,Purchase Of Microsoft Server Licenses,urn:newsml:newswire.refinitiv.com:20231201:nNRAqxtx94:1,NS:ECLCTA,"{'label': 'Neutral', 'score': 0.9999665021896362}"
65,2023-12-01 02:33:35.841000+00:00,"Supply And Update Of Licenses For Microsoft Products Used In The Congress Of Deputies Through The ""enterprise Agreement"" Modality.",urn:newsml:newswire.refinitiv.com:20231201:nNRAqxtx7p:1,NS:ECLCTA,"{'label': 'Neutral', 'score': 0.9999783039093018}"
66,2023-12-01 01:11:23+00:00,EXCLUSIVE-Google pushes for antitrust action against Microsoft in UK cloud market,urn:newsml:newswire.refinitiv.com:20231201:nL1N3CW01H:7,NS:RTRS,"{'label': 'Neutral', 'score': 0.9682514071464539}"
67,2023-12-01 00:41:11+00:00,PRESS DIGEST-British Business - Dec 1,urn:newsml:newswire.refinitiv.com:20231201:nL4N3CW01Z:1,NS:RTRS,"{'label': 'Neutral', 'score': 0.999984860420227}"
68,2023-12-03 19:37:13.323000+00:00,UK AI sector to receive a £2.5bn boost from Microsoft,urn:newsml:newswire.refinitiv.com:20231203:nNRAqywk2z:1,NS:DATMTR,"{'label': 'Positive', 'score': 0.9999914169311523}"
69,2023-12-03 19:36:13.365000+00:00,Document Crunch Announces New Integration With Microsoft Word,urn:newsml:newswire.refinitiv.com:20231203:nNRAqywk6g:1,NS:DATMTR,"{'label': 'Neutral', 'score': 0.9942386150360107}"
70,2023-12-03 02:37:36.387000+00:00,"Provision Of Licenses For Microsoft Products, In enterprise Agreement Mode And Unified Support For The Ombudsman.",urn:newsml:newswire.refinitiv.com:20231203:nNRAqypof1:1,NS:ECLCTA,"{'label': 'Neutral', 'score': 0.9999809265136719}"
71,2023-12-03 02:36:15.286000+00:00,Microsoft Premier Support (legacy),urn:newsml:newswire.refinitiv.com:20231203:nNRAqyplc0:1,NS:ECLCTA,"{'label': 'Neutral', 'score': 0.9917982816696167}"
72,2023-12-03 02:35:09.507000+00:00,"Delivery Of Ms Sql, Visualstudio, Windows Server, Power Bi, Biztalk Software Under The Microsoft Framework Agreement Pn/14/23/hsku",urn:newsml:newswire.refinitiv.com:20231203:nNRAqypir6:1,NS:ECLCTA,"{'label': 'Neutral', 'score': 0.9996329545974731}"
73,2023-12-03 19:37:13.323000+00:00,UK AI sector to receive a £2.5bn boost from Microsoft,urn:newsml:newswire.refinitiv.com:20231203:nNRAqywk2z:1,NS:DATMTR,"{'label': 'Positive', 'score': 0.9999914169311523}"
74,2023-12-03 19:36:13.365000+00:00,Document Crunch Announces New Integration With Microsoft Word,urn:newsml:newswire.refinitiv.com:20231203:nNRAqywk6g:1,NS:DATMTR,"{'label': 'Neutral', 'score': 0.9942386150360107}"
75,2023-12-03 02:37:36.387000+00:00,"Provision Of Licenses For Microsoft Products, In enterprise Agreement Mode And Unified Support For The Ombudsman.",urn:newsml:newswire.refinitiv.com:20231203:nNRAqypof1:1,NS:ECLCTA,"{'label': 'Neutral', 'score': 0.9999809265136719}"
76,2023-12-03 02:36:15.286000+00:00,Microsoft Premier Support (legacy),urn:newsml:newswire.refinitiv.com:20231203:nNRAqyplc0:1,NS:ECLCTA,"{'label': 'Neutral', 'score': 0.9917982816696167}"
77,2023-12-03 02:35:09.507000+00:00,"Delivery Of Ms Sql, Visualstudio, Windows Server, Power Bi, Biztalk Software Under The Microsoft Framework Agreement Pn/14/23/hsku",urn:newsml:newswire.refinitiv.com:20231203:nNRAqypir6:1,NS:ECLCTA,"{'label': 'Neutral', 'score': 0.9996329545974731}"
78,2023-12-05 22:20:23.469000+00:00,CEO Transition,urn:newsml:newsroom.refinitiv.com:20231205:nVMNdkZKJa:0,NS:CMNW,"{'label': 'Neutral', 'score': 0.9457162618637085}"
79,2023-12-05 19:41:15.519000+00:00,"AI Update: Industry Moves On Data Provenance, Microsoft Joins OpenAI Board",urn:newsml:newswire.refinitiv.com:20231205:nNRAr00drj:1,NS:DEALBK,"{'label': 'Neutral', 'score': 0.9998819828033447}"
80,2023-12-05 19:04:42+00:00,BREAKINGVIEWS-AI Davids ride coattails of industry Goliaths,urn:newsml:newswire.refinitiv.com:20231205:nL4N3D03D3:6,NS:RTRS,"{'label': 'Neutral', 'score': 0.9999814033508301}"
81,2023-12-05 17:06:31.877000+00:00,"Al Moammar Information Systems Company (MIS) announces the Contract Signing with The Zakat, Tax, and Customs Authority for a value of 63,504,895.20 Saudi riyals (including value-added tax)",urn:newsml:newswire.refinitiv.com:20231204:nNRAqz76nc:5,NS:MISTNW,"{'label': 'Neutral', 'score': 0.9999459981918335}"
82,2023-12-05 17:02:00.121000+00:00,BDO USA Expands Microsoft Dynamic Capabilities with the Addition of Flintech Holdings and Dynamics Beyond,urn:newsml:newswire.refinitiv.com:20231205:nBw12FMrWa:1,NS:BSW,"{'label': 'Positive', 'score': 0.9994698166847229}"
83,2023-12-05 16:45:02.227000+00:00,quantilope Partners with Microsoft To Launch quinn: The Most Advanced AI Co-Pilot in the Consumer Research Industry,urn:newsml:newswire.refinitiv.com:20231205:nPn7hXH3pa:1,NS:PRN,"{'label': 'Neutral', 'score': 0.9973959922790527}"
84,2023-12-05 16:00:27.929000+00:00,North American LTL Operating Data for November 2023,urn:newsml:newsroom.refinitiv.com:20231205:nVMNBBfnwa:0,NS:CMNW,"{'label': 'Neutral', 'score': 0.9999985694885254}"
85,2023-12-05 15:22:15.681000+00:00,Microsoft Corporation (MSFT) is Attracting Investor Attention: Here is What You Should Know,urn:newsml:newswire.refinitiv.com:20231204:nNRAqzauyt:5,NS:ZACKSC,"{'label': 'Neutral', 'score': 0.9993701577186584}"
86,2023-12-05 15:20:25+00:00,UPDATE 1-Amazon latest to criticise Microsoft in UK cloud market probe,urn:newsml:newswire.refinitiv.com:20231205:nL1N3D01E4:2,NS:RTRS,"{'label': 'Neutral', 'score': 0.9997078776359558}"
87,2023-12-05 15:06:52+00:00,Biamp Systems LLC - Biamp Parlé Family of Conferencing Bars Earn Microsoft Teams Room Certification,urn:newsml:newswire.refinitiv.com:20231205:nNDLbLG54C:1,NS:PUBT,"{'label': 'Neutral', 'score': 0.9969520568847656}"
88,2023-12-05 15:05:35.476000+00:00,Microsoft and ForwardLane Join Forces to Lead AI-Enabled Advancements in Asset Management,urn:newsml:newswire.refinitiv.com:20231205:nPn4HNyDYa:1,NS:PRN,"{'label': 'Positive', 'score': 0.9997350573539734}"
89,2023-12-05 14:50:23.478000+00:00,Salix in Collaboration with The U.S. Pain Foundation and the International Foundation for Gastrointestinal Disorders Establish the Inaugural Opioid...,urn:newsml:newsroom.refinitiv.com:20231205:nVMNckN5pa:0,NS:CMNW,"{'label': 'Neutral', 'score': 0.9999635219573975}"
90,2023-12-05 14:40:41.340000+00:00,McCabes Lawyers selects Intapp to strengthen client relationship management,urn:newsml:newsroom.refinitiv.com:20231205:nVMN6T9cWa:0,NS:CMNW,"{'label': 'Positive', 'score': 0.9999978542327881}"
91,2023-12-05 14:31:27+00:00,BREAKINGVIEWS-OpenAI’s value comes full circle,urn:newsml:newswire.refinitiv.com:20231205:nL4N3D032P:1,NS:RTRS,"{'label': 'Neutral', 'score': 0.9999876022338867}"
92,2023-12-05 14:30:20.746000+00:00,Expands DSPM Capabilities With Deeper Azure and AWS Support,urn:newsml:newsroom.refinitiv.com:20231205:nVMN7DdkJa:0,NS:CMNW,"{'label': 'Positive', 'score': 0.999998927116394}"
93,2023-12-05 14:24:09.538000+00:00,Newscasts - U.S. Morning Call: US joins dozens of countries in backing COP28 pledge to slash cooling emissions,urn:newsml:newswire.refinitiv.com:20231205:nRTV6SZ7d9:4,NS:RTRS,"{'label': 'Neutral', 'score': 0.9999760389328003}"
94,2023-12-05 14:06:03+00:00,Amazon latest to criticise Microsoft in UK cloud market probe,urn:newsml:newswire.refinitiv.com:20231205:nL8N3D0448:2,NS:RTRS,"{'label': 'Neutral', 'score': 0.9646751880645752}"
95,2023-12-05 14:01:23.608000+00:00,Does Microsoft have too much control over OpenAI?,urn:newsml:newswire.refinitiv.com:20231204:nNRAqz8a4v:5,NS:MINTNE,"{'label': 'Neutral', 'score': 0.9952464699745178}"
96,2023-12-05 14:00:49.949000+00:00,REG - Allianz Global Invs - Top 10 Holdings,urn:newsml:newsroom.refinitiv.com:20231205:nRSE7188Va:0,NS:LSE,"{'label': 'Neutral', 'score': 0.990744411945343}"
97,2023-12-05 13:58:51.377000+00:00,"Newscasts - Bill Gates praises 'innovation', 'adaptation' at COP28",urn:newsml:newswire.refinitiv.com:20231205:nRTV4BYqXL:6,NS:RTRS,"{'label': 'Positive', 'score': 0.999087929725647}"
98,2023-12-05 13:11:21+00:00,MTN Group Ltd. - Tomorrow.io and MTN Group announce partnership to deliver Lifesaving Weather Early Warnings in Africa powered with support from Microsoft.,urn:newsml:newswire.refinitiv.com:20231205:nNDL8JSq52:1,NS:PUBT,"{'label': 'Neutral', 'score': 0.9650816321372986}"
99,2023-12-05 12:13:00.171000+00:00,Bsure Insights Now Available in the Microsoft Azure Marketplace,urn:newsml:newswire.refinitiv.com:20231205:nBw5MjTrJa:1,NS:BSW,"{'label': 'Neutral', 'score': 0.9999516010284424}"
100,2023-12-05 12:06:47.780000+00:00,"Microsoft to soon launch mobile gaming store, says Xbox head Phil Spencer",urn:newsml:newswire.refinitiv.com:20231204:nNRAqz392c:3,NS:BUSSTA,"{'label': 'Neutral', 'score': 0.9999337196350098}"
101,2023-12-05 12:00:00.533000+00:00,Transforming Health in Singapore: CueZen Collaborates with Microsoft in the 6th World Blue Zone,urn:newsml:newswire.refinitiv.com:20231205:nBwkzsCha:1,NS:BSW,"{'label': 'Neutral', 'score': 0.9999357461929321}"
102,2023-12-05 11:40:29.501000+00:00,Vena Named One of Greater Toronto's Top Employers,urn:newsml:newsroom.refinitiv.com:20231205:nCNWM0JFha:0,NS:CNW,"{'label': 'Neutral', 'score': 0.9997615218162537}"
103,2023-12-05 11:23:43+00:00,Shanghai wants Microsoft to promote AI tech in city - govt,urn:newsml:newswire.refinitiv.com:20231205:nP8N3BN01L:1,NS:RTRS,"{'label': 'Neutral', 'score': 0.999951958656311}"
104,2023-12-05 10:50:53.487000+00:00,"SHANGHAI MUNICIPAL COMMUNIST PARTY SECRETARY: WELCOMES MICROSOFT TO COLLABORATE ON RESEARCH OF GOVERNANCE FRAMEWORKS, STANDARDS AND NORMS  - CITY GOVT",urn:newsml:newswire.refinitiv.com:20231205:nP8N3BN01L:5,NS:RTRS,"{'label': 'Neutral', 'score': 0.9999805688858032}"
105,2023-12-05 10:49:45.842000+00:00,SHANGHAI MUNICIPAL COMMUNIST PARTY SECRETARY: WELCOMES MICROSOFT TO PROMOTE ARTIFICIAL INTELLIGENCE TECHNOLOGY TO BETTER EMPOWER TRANSFORMATION AND UPGRADING OF ENTERPRISE IN SHANGAI  - CITY GOVT,urn:newsml:newswire.refinitiv.com:20231205:nP8N3BN01L:3,NS:RTRS,"{'label': 'Neutral', 'score': 0.980863094329834}"
106,2023-12-05 10:48:39.005000+00:00,SHANGHAI MUNICIPAL COMMUNIST PARTY SECRETARY CHEN JINING MET WITH MICROSOFT PRESIDENT AND VICE CHAIRMAN   - CITY GOVT,urn:newsml:newswire.refinitiv.com:20231205:nP8N3BN01L:1,NS:RTRS,"{'label': 'Neutral', 'score': 0.999930739402771}"
107,2023-12-05 09:27:45+00:00,Japanese tech lobby warns against EU cybersecurity labelling scheme,urn:newsml:newswire.refinitiv.com:20231205:nL8N3CZ66F:3,NS:RTRS,"{'label': 'Negative', 'score': 0.9388849139213562}"
108,2023-12-05 09:24:50+00:00,REG - Allianz Global Invs  - Top 10 Holdings,urn:newsml:newswire.refinitiv.com:20231205:nRSE7188Va:1,NS:LSE,"{'label': 'Neutral', 'score': 0.990744411945343}"
